message,compound,neg,neu,pos
Tell dear what happen to you. Why you talking to me like an alian,0.6249,0.0,0.702,0.298
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",0.4939,0.0,0.873,0.127
Okie...,0.0,0.0,1.0,0.0
"Hi this is yijue, can i meet u at 11 tmr?",0.0,0.0,1.0,0.0
Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,0.0,0.0,1.0,0.0
But i dint slept in afternoon.,0.0,0.0,1.0,0.0
That seems unnecessarily affectionate,0.4404,0.0,0.508,0.492
Yar else i'll thk of all sorts of funny things.,0.4404,0.0,0.756,0.244
You will be in the place of that man,0.0,0.0,1.0,0.0
Thats cool. How was your day?,0.3182,0.0,0.685,0.315
R we going with the  &lt;#&gt;  bus?,0.0,0.0,1.0,0.0
"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",0.9714,0.033,0.639,0.329
No..he joined today itself.,0.0,0.0,1.0,0.0
Okay same with me. Well thanks for the clarification,0.7096,0.0,0.465,0.535
I'll talk to the others and probably just come early tomorrow then,0.0,0.0,1.0,0.0
"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",0.8857,0.09,0.52,0.39
Hi. I'm sorry i missed your call. Can you pls call back.,-0.296,0.273,0.625,0.102
How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,0.765,0.0,0.708,0.292
Ok then no need to tell me anything i am going to sleep good night,0.4404,0.12,0.601,0.279
Ok try to do week end course in coimbatore.,0.296,0.0,0.784,0.216
V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),0.6588,0.0,0.748,0.252
If you r @ home then come down within 5 min,0.0,0.0,1.0,0.0
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",0.9217,0.049,0.749,0.201
"That day Ì_ say Ì_ cut ur hair at paragon, is it called hair sense? Do Ì_ noe how much is a hair cut? ",-0.5514,0.178,0.822,0.0
"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",0.4601,0.0,0.823,0.177
Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,0.5777,0.0,0.82,0.18
Dunno lei he neva say...,0.0,0.0,1.0,0.0
Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,0.9029,0.0,0.52,0.48
I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,0.0,0.0,1.0,0.0
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",0.7351,0.067,0.706,0.227
"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",0.9062,0.101,0.695,0.204
"If i let you do this, i want you in the house by 8am.",0.0964,0.0,0.889,0.111
"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn""",0.6919,0.183,0.547,0.27
I will reach before ten morning,0.0258,0.0,0.784,0.216
Your pussy is perfect!,0.6114,0.0,0.429,0.571
"Sorry, I'll call later",-0.0772,0.302,0.698,0.0
No message..no responce..what happend?,-0.296,0.423,0.577,0.0
Also where's the piece,0.0,0.0,1.0,0.0
"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",0.0,0.0,1.0,0.0
Boo. How's things? I'm back at home and a little bored already :-(,-0.4666,0.288,0.712,0.0
First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,-0.34,0.164,0.727,0.109
PICK UR FONE UP NOW U DUMB?,-0.5106,0.398,0.602,0.0
"Thanks da thangam, i feel very very happy dear. I also miss you da.",0.8662,0.08,0.402,0.518
"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",-0.6114,0.174,0.826,0.0
I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,-0.8089,0.357,0.643,0.0
"Babe, I'm back ... Come back to me ...",0.0,0.0,1.0,0.0
Well you told others you'd marry them...,0.2732,0.0,0.741,0.259
Neshanth..tel me who r u?,0.0,0.0,1.0,0.0
YO YO YO BYATCH WHASSUP?,0.0,0.0,1.0,0.0
Oh... Kay... On sat right?,0.0,0.0,1.0,0.0
Hi! This is Roger from CL. How are you?,0.0,0.0,1.0,0.0
Oh oh... Wasted... Den muz chiong on sat n sun liao...,0.0,0.0,1.0,0.0
Jesus christ bitch I'm trying to give you drugs answer your fucking phone,-0.5859,0.241,0.759,0.0
Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,0.5423,0.0,0.757,0.243
I'm meeting Darren...,0.0,0.0,1.0,0.0
One of best dialogue in cute reltnship..!! \Wen i Die,0.5972,0.221,0.339,0.44
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",-0.9042,0.245,0.647,0.108
Dear where you will be when i reach there,0.4019,0.0,0.619,0.381
Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),0.6239,0.17,0.541,0.289
Ok... Thanx... Gd nite 2 Ì_ too...,0.0,0.0,1.0,0.0
"Come to me right now, Ahmad",0.0,0.0,1.0,0.0
Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,0.6249,0.0,0.779,0.221
O was not into fps then.,0.0,0.0,1.0,0.0
Huh means computational science... Y they like dat one push here n there...,0.3612,0.0,0.8,0.2
"Could you not read me, my Love ? I answered you",0.6369,0.0,0.656,0.344
Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,0.0,0.0,1.0,0.0
"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",0.0,0.0,1.0,0.0
Oic... Then better quickly go bathe n settle down...,0.4404,0.0,0.707,0.293
Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,0.0,0.0,1.0,0.0
A bloo bloo bloo I'll miss the first bowl,-0.1531,0.186,0.814,0.0
Lmao but its so fun...,0.3506,0.0,0.62,0.38
Oh k k:)but he is not a big hitter.anyway good,-0.3412,0.256,0.744,0.0
Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,0.8691,0.0,0.443,0.557
Do you think i can move  &lt;#&gt;  in a week,0.0,0.0,1.0,0.0
She.s find. I sent you an offline message to know how anjola's now.,-0.128,0.12,0.88,0.0
How was txting and driving,0.0,0.0,1.0,0.0
That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,0.9136,0.0,0.467,0.533
Really dun bluff me leh... U sleep early too. Nite...,0.0,0.0,1.0,0.0
"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""",-0.0772,0.097,0.825,0.078
Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,0.479,0.035,0.883,0.082
Oh ya ya. I remember da. .,0.0,0.0,1.0,0.0
Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,0.296,0.0,0.909,0.091
I not busy juz dun wan 2 go so early.. Hee.. ,0.0,0.0,1.0,0.0
Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,0.6124,0.0,0.722,0.278
"Great. I'm in church now, will holla when i get out",0.6249,0.0,0.687,0.313
Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,0.784,0.0,0.685,0.315
I donno if they are scorable,0.0,0.0,1.0,0.0
&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,0.6249,0.0,0.745,0.255
"Yes but i dont care! I need you bad, princess!",-0.8371,0.562,0.32,0.118
"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",-0.8725,0.248,0.752,0.0
"Sorry, I'll call later",-0.0772,0.302,0.698,0.0
Tmr then Ì_ brin lar... Aiya later i come n c lar... Mayb Ì_ neva set properly Ì_ got da help sheet wif Ì_...,0.4019,0.0,0.881,0.119
Do u knw dis no. &lt;#&gt; ?,-0.296,0.355,0.645,0.0
Then she dun believe wat?,0.0,0.0,1.0,0.0
K..give back my thanks.,0.4404,0.0,0.508,0.492
I know complain num only..bettr directly go to bsnl offc nd apply for it..,-0.3612,0.172,0.828,0.0
Okay. I've seen it. So i should pick it on friday?,0.2263,0.0,0.826,0.174
How much she payed. Suganya.,0.0,0.0,1.0,0.0
Left dessert. U wan me 2 go suntec look 4 u?,0.0,0.0,1.0,0.0
"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",0.4404,0.0,0.847,0.153
Onum ela pa. Normal than.,0.0,0.0,1.0,0.0
K.k..how is your sister kids?,0.0,0.0,1.0,0.0
"Cool, I'll text you when I'm on the way",0.3182,0.0,0.777,0.223
Nope. Meanwhile she talk say make i greet you.,0.3182,0.0,0.753,0.247
i cant talk to you now.i will call when i can.dont keep calling.,0.0,0.0,1.0,0.0
Anything lar...,0.0,0.0,1.0,0.0
"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",0.5859,0.0,0.826,0.174
"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",0.7622,0.148,0.504,0.348
They will pick up and drop in car.so no problem..,-0.5106,0.35,0.65,0.0
S.i think he is waste for rr..,-0.4215,0.318,0.682,0.0
He is world famamus....,0.0,0.0,1.0,0.0
Is there coming friday is leave for pongal?do you get any news from your work place.,-0.0516,0.074,0.926,0.0
Lol well don't do it without me. We could have a big sale together.,0.5994,0.0,0.692,0.308
* Am on my way,0.0,0.0,1.0,0.0
Eat at old airport road... But now 630 oredi... Got a lot of pple...,0.0,0.0,1.0,0.0
"sry can't talk on phone, with parents",0.0,0.0,1.0,0.0
Ok lor wat time Ì_ finish?,0.296,0.0,0.694,0.306
"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",0.9032,0.0,0.426,0.574
Mm i am on the way to railway,0.0,0.0,1.0,0.0
i dnt wnt to tlk wid u,0.0,0.0,1.0,0.0
"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",0.4019,0.061,0.835,0.103
Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,0.6486,0.0,0.845,0.155
K.:)do it at evening da:)urgent:),0.0,0.0,1.0,0.0
Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,-0.5218,0.165,0.835,0.0
Mm have some kanji dont eat anything heavy ok,0.296,0.0,0.784,0.216
Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,0.5423,0.0,0.852,0.148
Lol that's different. I don't go trying to find every real life photo you ever took.,0.4215,0.0,0.833,0.167
I dont thnk its a wrong calling between us,0.3724,0.0,0.701,0.299
K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,-0.3612,0.155,0.773,0.072
Aiyah e rain like quite big leh. If drizzling i can at least run home.,0.3612,0.0,0.828,0.172
I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,-0.6908,0.241,0.759,0.0
Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,0.0,0.0,1.0,0.0
"Greetings me, ! Consider yourself excused.",0.4753,0.0,0.564,0.436
No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,-0.7501,0.177,0.823,0.0
they released another Italian one today and it has a cosign option,0.0,0.0,1.0,0.0
"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",0.0,0.0,1.0,0.0
HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,0.0,0.0,1.0,0.0
Dai what this da.. Can i send my resume to this id.,0.0,0.0,1.0,0.0
"I know where the  &lt;#&gt;  is, I'll be there around 5",0.0,0.0,1.0,0.0
Yup i've finished c Ì_ there...,0.0,0.0,1.0,0.0
Remember to ask alex about his pizza,0.0,0.0,1.0,0.0
No da..today also i forgot..,-0.296,0.423,0.577,0.0
"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",-0.4023,0.114,0.796,0.089
Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,0.0,0.0,1.0,0.0
"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",0.6948,0.0,0.8,0.2
Congrats kano..whr s the treat maga?,0.7269,0.0,0.33,0.67
Who u talking about?,0.0,0.0,1.0,0.0
Yup...,0.0,0.0,1.0,0.0
Ok...,0.0,0.0,1.0,0.0
"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",0.5913,0.0,0.82,0.18
Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...,0.0,0.0,1.0,0.0
Er yep sure. Props?,0.5423,0.0,0.308,0.692
"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",0.8557,0.0,0.701,0.299
Ok ill send you with in  &lt;DECIMAL&gt;  ok.,0.1531,0.23,0.41,0.361
Bognor it is! Should be splendid at this time of year.,0.6239,0.0,0.71,0.29
Yes.i'm in office da:),0.0,0.0,1.0,0.0
"Sorry, I'll call later",-0.0772,0.302,0.698,0.0
Joy's father is John. Then John is the NAME of Joy's father. Mandan,0.0,0.0,1.0,0.0
Ok. I only ask abt e movie. U wan ktv oso?,0.296,0.0,0.761,0.239
Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,0.8481,0.0,0.714,0.286
"Sorry, I'll call later",-0.0772,0.302,0.698,0.0
Dunno lei... I might b eatin wif my frens... If Ì_ wan to eat then i wait 4 Ì_ lar,0.0,0.0,1.0,0.0
"Sorry, I'll call later",-0.0772,0.302,0.698,0.0
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",0.9087,0.0,0.668,0.332
Do u noe how 2 send files between 2 computers?,0.0,0.0,1.0,0.0
"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",0.9476,0.037,0.562,0.4
jay says he'll put in  &lt;#&gt;,0.0,0.0,1.0,0.0
Can you just come in for a sec? There's somebody here I want you to see,0.0772,0.0,0.909,0.091
So the sun is anti sleep medicine.,-0.3182,0.277,0.723,0.0
What's happening with you. Have you gotten a job and have you begun registration for permanent residency,0.0,0.0,1.0,0.0
Yup ok...,0.0,0.0,1.0,0.0
Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,0.7964,0.0,0.677,0.323
Ok enjoy . R u there in home.,0.6597,0.0,0.357,0.643
"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",0.6124,0.063,0.693,0.244
You do what all you like,0.3612,0.0,0.667,0.333
That's y we haf to combine n c how lor...,0.0,0.0,1.0,0.0
The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,0.431,0.0,0.806,0.194
Hmmm:)how many players selected?,0.0,0.0,1.0,0.0
"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",0.0,0.0,1.0,0.0
I dont. Can you send it to me. Plus how's mode.,0.0,0.0,1.0,0.0
Aiyo please Ì_ got time meh.,0.25,0.171,0.526,0.303
Package all your programs well,0.2732,0.0,0.656,0.344
"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",-0.5213,0.216,0.589,0.195
So are you guys asking that i get that slippers again or its gone with last year,0.0,0.0,1.0,0.0
Company is very good.environment is terrific and food is really nice:),0.5209,0.0,0.748,0.252
Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,0.7959,0.0,0.748,0.252
Yup but not studying surfing lor. I'm in e lazy mode today.,-0.5023,0.245,0.755,0.0
Please sen :)my kind advice :-)please come here and try:-),0.6908,0.0,0.584,0.416
I'm done. C Ì_ there.,0.0,0.0,1.0,0.0
"Oh fine, I'll be by tonight",0.2023,0.0,0.735,0.265
ÌÏ give me some time to walk there.,0.0,0.0,1.0,0.0
I'll reach in ard 20 mins ok...,0.0258,0.0,0.845,0.155
Fuck babe ... What happened to you ? How come you never came back?,-0.594,0.243,0.757,0.0
"Some friends want me to drive em someplace, probably take a while",0.5267,0.0,0.672,0.328
I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,0.296,0.0,0.891,0.109
Are you still getting the goods.,0.0,0.0,1.0,0.0
And maybe some pressies,0.0,0.0,1.0,0.0
"Yeah I am, so I'll leave maybe 7ish?",0.1832,0.17,0.576,0.254
K..k..i'm also fine:)when will you complete the course?,0.0,0.0,1.0,0.0
"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",0.0,0.0,1.0,0.0
I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,-0.461,0.131,0.806,0.063
You in your room? I need a few,0.0,0.0,1.0,0.0
I dont want to hear anything,-0.0572,0.234,0.766,0.0
Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,0.2732,0.163,0.67,0.167
Ultimately tor motive tui achieve korli.,0.0,0.0,1.0,0.0
From 5 to 2 only my work timing.,0.0,0.0,1.0,0.0
Û_ and donÛ÷t worry weÛ÷ll have finished by march Û_ ish!,-0.4926,0.242,0.758,0.0
"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",0.0,0.0,1.0,0.0
Now thats going to ruin your thesis!,-0.6239,0.405,0.595,0.0
In sch but neva mind u eat 1st lor..,0.0,0.0,1.0,0.0
Hey whats up? U sleeping all morning?,0.0,0.0,1.0,0.0
Erm. I thought the contract ran out the4th of october.,0.0,0.0,1.0,0.0
I dunno until when... Lets go learn pilates...,0.0,0.0,1.0,0.0
Yup i'm elaborating on the safety aspects and some other issues..,0.4215,0.0,0.781,0.219
"Goodmorning, today i am late for 1hr.",0.0,0.0,1.0,0.0
Hi happy birthday. Hi hi hi hi hi hi hi,0.5719,0.0,0.709,0.291
I will be outside office take all from there,0.0,0.0,1.0,0.0
If you don't respond imma assume you're still asleep and imma start calling n shit,-0.5574,0.217,0.783,0.0
"Aight, see you in a bit",0.0,0.0,1.0,0.0
My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),0.4767,0.08,0.803,0.117
Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,0.4215,0.0,0.906,0.094
Still work going on:)it is very small house.,0.0,0.0,1.0,0.0
"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",0.4939,0.0,0.873,0.127
Tmr timin still da same wat cos i got lesson until 6...,0.0,0.0,1.0,0.0
"ThatÛ÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",-0.5487,0.171,0.829,0.0
No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,-0.296,0.087,0.913,0.0
"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",0.0,0.0,1.0,0.0
Okie... Thanx...,0.0,0.0,1.0,0.0
"Gosh that , what a pain. Spose I better come then.",-0.1027,0.27,0.492,0.238
"As usual..iam fine, happy &amp; doing well..:)",0.6705,0.0,0.476,0.524
Okie,0.0,0.0,1.0,0.0
So when you gonna get rimac access ,0.0,0.0,1.0,0.0
"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\""""",0.0,0.0,1.0,0.0
You call times job today ok umma and ask them to speed up,0.296,0.0,0.845,0.155
"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\""""",0.0,0.0,1.0,0.0
R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,0.0,0.0,1.0,0.0
:-) yeah! Lol. Luckily i didn't have a starring role like you!,0.9133,0.0,0.268,0.732
Hello madam how are you ?,0.0,0.0,1.0,0.0
"Awesome, text me when you're restocked",0.6249,0.0,0.549,0.451
"As usual..iam fine, happy &amp; doing well..:)",0.6705,0.0,0.476,0.524
Yes. It's all innocent fun. O:-),0.9029,0.0,0.142,0.858
Thanks for sending this mental ability question..,0.6369,0.0,0.49,0.51
"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",0.5739,0.0,0.856,0.144
2marrow only. Wed at  &lt;#&gt;  to 2 aha.,0.0,0.0,1.0,0.0
I went to ur hon lab but no one is there.,-0.4215,0.237,0.763,0.0
I cant pick the phone right now. Pls send a message,0.0772,0.0,0.86,0.14
Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,0.0,0.0,1.0,0.0
How come?,0.0,0.0,1.0,0.0
Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,0.546,0.099,0.682,0.219
Ok lor...,0.296,0.0,0.312,0.688
I'm coming home 4 dinner.,0.0,0.0,1.0,0.0
S da..al r above  &lt;#&gt;,0.0,0.0,1.0,0.0
Unni thank you dear for the recharge..Rakhesh,0.6249,0.0,0.495,0.505
I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,0.3252,0.0,0.891,0.109
Haha... They cant what... At the most tmr forfeit... haha so how?,0.5046,0.0,0.771,0.229
"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",0.9078,0.0,0.629,0.371
No way I'm going back there!,-0.3595,0.333,0.667,0.0
I WILL CAL YOU SIR. In meeting,0.0,0.0,1.0,0.0
"That's what I love to hear :V see you sundayish, then",0.6369,0.0,0.682,0.318
"Sorry da thangam, very very sorry i am held up with prasad.",-0.2895,0.261,0.739,0.0
Tiwary to rcb.battle between bang and kochi.,0.0,0.0,1.0,0.0
Thank god they are in bed!,0.5983,0.0,0.45,0.55
No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,-0.0475,0.232,0.594,0.174
Am in gobi arts college,0.0,0.0,1.0,0.0
Why she wants to talk to me,0.0,0.0,1.0,0.0
Pandy joined 4w technologies today.he got job..,0.0,0.0,1.0,0.0
"They can try! They can get lost, in fact. Tee hee",-0.3802,0.206,0.794,0.0
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,0.8553,0.065,0.592,0.343
My friends use to call the same.,0.4767,0.0,0.659,0.341
"Sorry, I'll call later",-0.0772,0.302,0.698,0.0
"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",0.8706,0.0,0.569,0.431
"It,,s a taxt massage....tie-pos argh ok! Lool!",0.4184,0.0,0.642,0.358
"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",0.296,0.074,0.737,0.189
"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",-0.3404,0.084,0.875,0.041
Do you like shaking your booty on the dance floor?,0.2023,0.139,0.656,0.205
"Text me when you get off, don't call, my phones having problems",-0.4019,0.197,0.803,0.0
No need for the drug anymore.,-0.296,0.306,0.694,0.0
Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,-0.0772,0.08,0.92,0.0
Its sarcasm.. .nt scarcasim,0.0,0.0,1.0,0.0
Great! I have to run now so ttyl!,0.6892,0.0,0.562,0.438
Feel like trying kadeem again? :V,0.3612,0.0,0.667,0.333
Dai  &lt;#&gt;  naal eruku.,0.0,0.0,1.0,0.0
Not yet chikku..wat abt u?,0.0,0.0,1.0,0.0
Ok...,0.0,0.0,1.0,0.0
Want to finally have lunch today?,0.0772,0.0,0.794,0.206
Do you know when dad will be back?,0.0,0.0,1.0,0.0
He remains a bro amongst bros,0.0,0.0,1.0,0.0
R u meeting da ge at nite tmr?,0.0,0.0,1.0,0.0
"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",0.784,0.0,0.707,0.293
Why de. You looking good only:-)..,0.4404,0.0,0.633,0.367
Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,0.4019,0.0,0.881,0.119
"That's cool, I'll come by like  &lt;#&gt; ish",0.5859,0.0,0.556,0.444
Super msg da:)nalla timing.,0.5994,0.0,0.435,0.565
"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",0.9367,0.0,0.574,0.426
I am 6 ft. We will be a good combination!,0.4926,0.0,0.653,0.347
I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,-0.7156,0.21,0.671,0.119
* Am on a train back from northampton so i'm afraid not!,0.0,0.0,1.0,0.0
Where in abj are you serving. Are you staying with dad or alone.,-0.25,0.143,0.857,0.0
Was playng 9 doors game and gt racing on phone lol,0.5994,0.0,0.62,0.38
